key_id,state_id,id,Geographic Area Name,HouseholdsTotal,HouseholdsMedian income (dollars),HouseholdsMean income (dollars),FamiliesTotal,FamiliesMedian income (dollars),FamiliesMean income (dollars),Married-couple familiesTotal,Married-couple familiesMedian income (dollars),Married-couple familiesMean income (dollars),Nonfamily householdsTotal,Nonfamily householdsMedian income (dollars),Nonfamily householdsMean income (dollars)
645,41,0500000US45015,"Berkeley County, South Carolina",80640,69398,88180,57117,80850,95619,42890,91696,0,23523,48164,64507
646,41,0500000US45019,"Charleston County, South Carolina",165568,71531,104326,95785,93458,126408,72691,114893,148936,69783,50092,72166
647,41,0500000US45031,"Darlington County, South Carolina",24801,44606,62715,17344,53553,71968,0,77442,0,7457,22006,35499
648,41,0500000US45035,"Dorchester County, South Carolina",57768,68200,82692,41473,86214,95592,0,96169,0,16295,39897,46062
649,41,0500000US45041,"Florence County, South Carolina",53047,50082,67730,35763,59728,78378,0,77224,0,17284,28967,41458
650,41,0500000US45045,"Greenville County, South Carolina",199551,64412,89338,130296,80413,104851,98278,95400,120141,69255,40324,56562
651,41,0500000US45047,"Greenwood County, South Carolina",28544,42148,60025,17855,51255,68979,0,73550,0,10689,24613,40666
652,41,0500000US45051,"Horry County, South Carolina",140260,53694,70581,89281,65295,82070,67419,75140,0,50979,38354,47982
653,41,0500000US45055,"Kershaw County, South Carolina",24544,55198,70638,16019,77578,88613,0,87094,0,8525,23611,34428
654,41,0500000US45057,"Lancaster County, South Carolina",35410,63924,82785,24327,69544,92039,0,86416,0,11083,23083,58212
655,41,0500000US45059,"Laurens County, South Carolina",25901,47218,67205,16961,60308,78935,0,71233,0,8940,25377,42560
656,41,0500000US45063,"Lexington County, South Carolina",118193,61631,83728,81118,76099,96445,58766,92699,114969,37075,37440,52156
657,41,0500000US45073,"Oconee County, South Carolina",31530,48204,74520,21214,63826,92519,0,78479,0,10316,29126,36033
658,41,0500000US45075,"Orangeburg County, South Carolina",32129,37701,52664,20620,44648,64388,0,63470,0,11509,19149,27214
659,41,0500000US45077,"Pickens County, South Carolina",48203,52190,66080,31630,66441,81763,0,76160,0,16573,27328,33699
660,41,0500000US45079,"Richland County, South Carolina",153484,52293,76348,90802,73382,95791,60995,96542,120578,62682,35081,45961
661,41,0500000US45083,"Spartanburg County, South Carolina",121256,55339,71932,83432,67229,85316,60115,81008,101409,37824,31108,39048
662,41,0500000US45085,"Sumter County, South Carolina",44105,51025,61173,29777,56647,69544,0,69668,0,14328,32345,39119
663,41,0500000US45091,"York County, South Carolina",108400,66949,93013,74041,91977,112118,52671,109541,0,34359,38671,48657
664,42,0500000US46099,"Minnehaha County, South Dakota",81046,61968,81628,50949,79453,97067,39701,94051,0,30097,40707,52702
665,42,0500000US46103,"Pennington County, South Dakota",44676,58085,77493,27556,81243,95620,0,90552,0,17120,29678,46512
666,43,0500000US47001,"Anderson County, Tennessee",30175,49044,65367,19074,66652,81641,0,80753,0,11101,30938,35309
667,43,0500000US47009,"Blount County, Tennessee",50813,59276,75208,35299,74823,88726,0,82364,0,15514,35007,41893
668,43,0500000US47011,"Bradley County, Tennessee",39992,52468,66632,26516,66274,77427,0,78023,0,13476,31783,42668
669,43,0500000US47037,"Davidson County, Tennessee",289427,63938,92592,152833,81530,114722,105455,100319,139152,136594,48616,65739
670,43,0500000US47059,"Greene County, Tennessee",28323,44722,60317,18481,55313,71694,0,67629,0,9842,27551,36454
671,43,0500000US47065,"Hamilton County, Tennessee",148157,57502,82222,91469,75588,99743,65543,94279,120351,56688,37009,51475
672,43,0500000US47093,"Knox County, Tennessee",191925,60283,83334,118160,78927,103260,88767,94312,120013,73765,35316,48840
673,43,0500000US47113,"Madison County, Tennessee",38930,49820,61377,25748,57064,70105,0,73831,0,13182,37072,42948
674,43,0500000US47119,"Maury County, Tennessee",37104,66781,80635,25951,78559,92900,0,88374,0,11153,39929,49804
675,43,0500000US47125,"Montgomery County, Tennessee",76974,56948,71883,53563,66287,80728,39581,79289,0,23411,40815,47206
676,43,0500000US47141,"Putnam County, Tennessee",31778,49282,63818,19395,65738,81605,0,78519,0,12383,25700,34177
677,43,0500000US47147,"Robertson County, Tennessee",26577,66939,83276,20378,73556,93962,0,82206,0,6199,33134,44528
678,43,0500000US47149,"Rutherford County, Tennessee",113797,69397,85374,78348,80849,98037,58409,96452,0,35449,43221,52201
679,43,0500000US47155,"Sevier County, Tennessee",37933,57741,71579,26538,66120,83077,0,74498,0,11395,34195,42463
680,43,0500000US47157,"Shelby County, Tennessee",353950,52614,80016,215446,68081,98615,133541,94572,127087,138504,32359,47609
681,43,0500000US47163,"Sullivan County, Tennessee",68560,51860,69377,44284,64436,78628,33395,72145,0,24276,31967,49358
682,43,0500000US47165,"Sumner County, Tennessee",70098,68743,94687,51272,83948,109438,0,96542,0,18826,41039,48485
683,43,0500000US47179,"Washington County, Tennessee",55817,51428,73919,33838,73200,95955,0,82036,0,21979,27573,35407
684,43,0500000US47187,"Williamson County, Tennessee",84393,115507,155149,68001,129348,173944,0,139534,0,16392,58446,73818
685,43,0500000US47189,"Wilson County, Tennessee",51618,80071,99956,40874,95145,109175,0,103217,0,10744,41304,55290
686,44,0500000US48005,"Angelina County, Texas",32293,53320,63188,24905,57506,68348,0,64173,0,7388,26714,41999
687,44,0500000US48021,"Bastrop County, Texas",26393,57938,78946,19556,59904,84410,0,78450,0,6837,46020,51722
688,44,0500000US48027,"Bell County, Texas",126772,54560,73912,85533,66985,85976,58905,83249,103327,41239,32283,43447
689,44,0500000US48029,"Bexar County, Texas",646352,58964,79424,419984,70190,91719,277174,87783,110079,226368,41161,52394
690,44,0500000US48037,"Bowie County, Texas",34935,51802,72703,23942,59657,87178,0,75723,0,10993,31736,37436
691,44,0500000US48039,"Brazoria County, Texas",129261,84904,105432,93606,96233,120371,71802,113895,0,35655,52353,60681
692,44,0500000US48041,"Brazos County, Texas",79971,55121,76849,46530,74908,99452,31823,96322,0,33441,29300,43236
693,44,0500000US48061,"Cameron County, Texas",129307,41123,57625,100868,48112,63670,63764,60202,76847,28439,21755,32485
694,44,0500000US48085,"Collin County, Texas",363599,96134,122503,267206,113199,140249,217137,130022,155813,96393,52613,69370
695,44,0500000US48091,"Comal County, Texas",57004,89315,114102,43625,110442,132077,0,125574,0,13379,41286,49605
696,44,0500000US48099,"Coryell County, Texas",22093,53504,68947,15287,60546,81136,0,72357,0,6806,31514,38193
697,44,0500000US48113,"Dallas County, Texas",940587,61796,91752,595142,70357,105273,402992,87228,126912,345445,46792,65006
698,44,0500000US48121,"Denton County, Texas",305164,90523,119046,214430,112068,138421,172301,125283,153272,90734,54243,66304
699,44,0500000US48135,"Ector County, Texas",53155,67205,84688,36911,83388,96469,0,97989,0,16244,40914,51690
700,44,0500000US48139,"Ellis County, Texas",61465,78797,95244,48433,88883,106782,36930,105375,0,13032,33638,45262
701,44,0500000US48141,"El Paso County, Texas",269150,48903,62655,190410,53561,69507,120403,67240,84003,78740,30549,41955
702,44,0500000US48157,"Fort Bend County, Texas",253030,101293,126968,205263,113249,140606,167838,128110,155694,47767,45341,62185
703,44,0500000US48167,"Galveston County, Texas",127092,74977,97586,88871,90678,112609,65427,114219,0,38221,46096,58159
704,44,0500000US48181,"Grayson County, Texas",49024,57476,74491,31811,70323,88008,0,87888,0,17213,32442,46475
705,44,0500000US48183,"Gregg County, Texas",45711,53793,76229,28922,62823,88100,0,80701,0,16789,32086,48670
706,44,0500000US48187,"Guadalupe County, Texas",56051,79768,94096,42840,93930,104392,0,102359,0,13211,46319,55032
707,44,0500000US48201,"Harris County, Texas",1647384,61618,92488,1113734,72524,105495,761709,92633,129309,533650,42186,60895
708,44,0500000US48203,"Harrison County, Texas",24197,58817,79498,17891,76320,93143,0,91075,0,6306,29793,38206
709,44,0500000US48209,"Hays County, Texas",77749,72058,95570,52246,89719,115115,0,102409,0,25503,41528,49934
710,44,0500000US48213,"Henderson County, Texas",30607,51521,69813,20885,58259,78823,0,74198,0,9722,29159,48049
711,44,0500000US48215,"Hidalgo County, Texas",247544,41800,58371,196203,46822,63231,130176,55326,74114,51341,22587,33964
712,44,0500000US48231,"Hunt County, Texas",35093,58063,70814,23878,64492,80515,0,80245,0,11215,33057,46991
713,44,0500000US48245,"Jefferson County, Texas",89273,55797,73960,57692,69566,86778,39560,84273,0,31581,33464,48434
714,44,0500000US48251,"Johnson County, Texas",59113,66319,81926,44671,77373,91165,33181,85160,0,14442,36250,44773
715,44,0500000US48257,"Kaufman County, Texas",39835,75775,90256,31923,83988,98501,0,99037,0,7912,42636,50374
716,44,0500000US48291,"Liberty County, Texas",27367,50049,68005,19404,62734,80686,0,79297,0,7963,24258,34099
717,44,0500000US48303,"Lubbock County, Texas",117494,55003,75106,70682,72708,90471,50918,87183,0,46812,36133,47802
718,44,0500000US48309,"McLennan County, Texas",93021,50845,69956,61892,66709,83601,42726,87178,100299,31129,26789,38063
719,44,0500000US48329,"Midland County, Texas",59325,82558,107722,38979,107275,128557,0,122384,0,20346,49088,63086
720,44,0500000US48339,"Montgomery County, Texas",209528,88695,120306,159033,102475,134735,127644,115367,0,50495,45320,68375
721,44,0500000US48347,"Nacogdoches County, Texas",24722,47572,62423,15490,57864,77856,0,76834,0,9232,21601,35233
722,44,0500000US48355,"Nueces County, Texas",131194,56789,73358,89872,73295,85398,58343,89930,103419,41322,29644,43554
723,44,0500000US48361,"Orange County, Texas",31913,69052,86537,23039,93461,102070,0,106903,0,8874,26623,43233
724,44,0500000US48367,"Parker County, Texas",43520,83262,100470,34545,90717,110614,0,101255,0,8975,42242,56584
725,44,0500000US48375,"Potter County, Texas",44180,37297,53195,27196,47625,62919,0,61714,0,16984,25726,33840
726,44,0500000US48381,"Randall County, Texas",50261,70651,89410,33702,87006,108038,0,98056,0,16559,38058,48430
727,44,0500000US48397,"Rockwall County, Texas",36665,103378,133824,30160,111362,140477,0,133021,0,6505,72978,89532
728,44,0500000US48409,"San Patricio County, Texas",21872,57899,78550,14853,67832,88538,0,94213,0,7019,26816,55001
729,44,0500000US48423,"Smith County, Texas",78600,59584,79183,53826,73944,94828,0,86764,0,24774,34042,42937
730,44,0500000US48439,"Tarrant County, Texas",727094,70139,94469,502678,83250,109403,364969,99724,127480,224416,42591,56312
731,44,0500000US48441,"Taylor County, Texas",50282,55351,73223,33096,69205,88003,0,76558,0,17186,27664,40166
732,44,0500000US48451,"Tom Green County, Texas",43604,55988,76496,28432,78363,95933,0,87780,0,15172,28753,37358
733,44,0500000US48453,"Travis County, Texas",507751,80726,114226,288916,102643,138697,220221,125332,162729,218835,57961,78472
734,44,0500000US48469,"Victoria County, Texas",30058,57358,77910,20750,67507,86814,0,82759,0,9308,35365,51360
735,44,0500000US48471,"Walker County, Texas",22201,47170,61332,12442,68931,83668,0,74970,0,9759,23517,32504
736,44,0500000US48479,"Webb County, Texas",76326,56084,71396,63094,59386,75171,41234,77027,91987,13232,24086,38496
737,44,0500000US48485,"Wichita County, Texas",48315,51749,66883,29395,70594,84241,0,79041,0,18920,26053,38129
738,44,0500000US48491,"Williamson County, Texas",193008,92179,109561,137656,104845,123933,111228,120692,0,55352,55735,70382
739,44,0500000US48497,"Wise County, Texas",22882,71421,93845,17466,85918,106106,0,90047,0,5416,40191,49582
740,45,0500000US49005,"Cache County, Utah",40206,62507,76347,31519,70462,85026,0,76390,0,8687,32853,38753
741,45,0500000US49011,"Davis County, Utah",109358,87427,104887,86647,95110,113902,71760,101859,0,22711,50031,64718
742,45,0500000US49035,"Salt Lake County, Utah",384692,80119,101876,264920,92155,115616,207840,102197,128442,119772,48170,64626
743,45,0500000US49045,"Tooele County, Utah",21292,80973,87638,17808,87164,93631,0,96014,0,3484,29725,43347
744,45,0500000US49049,"Utah County, Utah",178152,79545,99329,144990,86636,105911,123862,93589,113657,33162,46373,62924
745,45,0500000US49053,"Washington County, Utah",63144,63595,88888,47478,75507,101963,0,85385,0,15666,34191,44741
746,45,0500000US49057,"Weber County, Utah",87863,72206,87362,64274,81780,99948,49380,89942,0,23589,36638,45666
747,46,0500000US50007,"Chittenden County, Vermont",68516,76806,98519,40034,105652,125087,0,118043,0,28482,45385,57713
748,47,0500000US51003,"Albemarle County, Virginia",43754,86399,120456,26532,123986,154012,0,138235,0,17222,52750,67288
749,47,0500000US51013,"Arlington County, Virginia",111887,119755,158886,51336,160454,203042,41865,177110,0,60551,95938,119675
750,47,0500000US51015,"Augusta County, Virginia",29951,62668,75789,21390,75564,86641,0,83684,0,8561,37813,44552
751,47,0500000US51019,"Bedford County, Virginia",31390,69125,89999,22691,80990,100116,0,87011,0,8699,33979,58355
752,47,0500000US51041,"Chesterfield County, Virginia",128920,81297,101694,92640,101103,116803,70225,113377,0,36280,45884,57567
753,47,0500000US51059,"Fairfax County, Virginia",400186,128374,160598,281034,151028,183347,230047,167551,201790,119152,85141,101147
754,47,0500000US51061,"Fauquier County, Virginia",24270,104809,132099,17891,121366,148003,0,130666,0,6379,59048,78509
755,47,0500000US51069,"Frederick County, Virginia",32010,86229,97434,23793,92983,108443,0,99620,0,8217,51713,62048
756,47,0500000US51085,"Hanover County, Virginia",39521,89812,110344,29640,104036,125482,0,119496,0,9881,46325,61844
757,47,0500000US51087,"Henrico County, Virginia",130591,68024,98334,79608,91956,119839,58703,115095,0,50983,42168,61530
758,47,0500000US51095,"James City County, Virginia",30262,91674,110625,21540,107296,128568,0,118453,0,8722,49761,62441
759,47,0500000US51107,"Loudoun County, Virginia",133750,151800,176974,104556,169887,193676,90154,182762,0,29194,81036,108925
760,47,0500000US51121,"Montgomery County, Virginia",36244,60045,77645,19837,84051,108210,0,90713,0,16407,29244,38787
761,47,0500000US51153,"Prince William County, Virginia",143508,106861,130059,109549,115167,140697,85448,128356,0,33959,69463,86405
762,47,0500000US51161,"Roanoke County, Virginia",37506,71715,93210,24833,92332,111575,0,102307,0,12673,41320,50010
763,47,0500000US51165,"Rockingham County, Virginia",30462,69423,84655,22529,76024,94565,0,80658,0,7933,42728,52824
764,47,0500000US51177,"Spotsylvania County, Virginia",46427,91073,106950,33532,104679,120565,0,117482,0,12895,44648,64804
765,47,0500000US51179,"Stafford County, Virginia",48092,110446,128826,38331,120298,137924,0,133777,0,9761,66723,82869
766,47,0500000US51199,"York County, Virginia",26008,91241,113116,18874,113085,130522,0,118557,0,7134,53089,64189
767,47,0500000US51510,"Alexandria city, Virginia",71005,103284,147537,34103,138441,181185,0,183370,0,36902,90233,114165
768,47,0500000US51550,"Chesapeake city, Virginia",86878,77847,97971,63912,92842,112187,47147,112481,0,22966,42929,53295
769,47,0500000US51650,"Hampton city, Virginia",55633,56930,74653,33723,73543,86964,21693,88711,0,21910,39804,52390
770,47,0500000US51680,"Lynchburg city, Virginia",28950,54850,69107,17492,65277,82528,0,76033,0,11458,37212,46656
771,47,0500000US51700,"Newport News city, Virginia",70918,53029,69805,41509,61919,82351,24351,85020,0,29409,38799,48241
772,47,0500000US51710,"Norfolk city, Virginia",88387,53093,70842,49348,64816,83177,29431,84832,0,39039,38402,53028
773,47,0500000US51740,"Portsmouth city, Virginia",36089,51195,67492,21268,60820,73229,0,82865,0,14821,37155,55730
774,47,0500000US51760,"Richmond city, Virginia",89878,51285,83723,39031,72135,119965,0,113010,0,50847,37732,54935
775,47,0500000US51770,"Roanoke city, Virginia",40810,45838,62891,21154,59962,82372,0,79074,0,19656,29059,41015
776,47,0500000US51800,"Suffolk city, Virginia",34597,80481,97510,25158,89753,112292,0,111143,0,9439,44729,53629
777,47,0500000US51810,"Virginia Beach city, Virginia",175029,79054,98881,117265,91608,112318,89905,104852,125840,57764,53550,67912
778,48,0500000US53005,"Benton County, Washington",73678,72084,92334,50681,85169,104470,37469,102919,0,22997,44199,59149
779,48,0500000US53007,"Chelan County, Washington",28974,59161,83381,19816,69276,93229,0,82073,0,9158,36520,57258
780,48,0500000US53009,"Clallam County, Washington",33022,57126,68019,21506,66844,78001,0,82624,0,11516,30853,42216
781,48,0500000US53011,"Clark County, Washington",180862,80555,99612,125365,91548,110970,97035,101354,123838,55497,51276,66833
782,48,0500000US53015,"Cowlitz County, Washington",42790,55497,75014,28045,67588,89186,0,81668,0,14745,33017,42694
783,48,0500000US53021,"Franklin County, Washington",28162,61951,79129,21985,65709,83731,0,81420,0,6177,52513,56076
784,48,0500000US53025,"Grant County, Washington",30866,56997,72406,22132,61094,78082,0,76234,0,8734,36250,50474
785,48,0500000US53027,"Grays Harbor County, Washington",29920,61026,77948,19664,74645,91280,0,81627,0,10256,32483,48124
786,48,0500000US53029,"Island County, Washington",35586,72066,90484,24165,80315,100376,0,89611,0,11421,47321,64691
787,48,0500000US53033,"King County, Washington",907761,102594,139525,537291,128694,169051,430014,148816,189980,370470,66157,92085
788,48,0500000US53035,"Kitsap County, Washington",107525,79624,97436,73672,92222,111391,57698,102246,0,33853,51242,61448
789,48,0500000US53041,"Lewis County, Washington",31879,58911,72799,21242,71240,83528,0,81714,0,10637,31131,46486
790,48,0500000US53045,"Mason County, Washington",24820,63983,84850,17812,69411,85729,0,73135,0,7008,44298,72435
